animal_code	trial	pen	age	sampling_time	sampling_date	chicken_body_weight	has_salmonella	has_clostridium	has_campylobacter	treatment	sex	breed
CC12.14	CC	CC12	34	35	2019-10-14	2240	FALSE	FALSE	TRUE	phytobiotic	Male	Cobb
CC12.15	CC	CC12	35	35	2019-10-15	2170	FALSE	FALSE	TRUE	phytobiotic	Male	Cobb
CC12.16	CC	CC12	35	35	2019-10-15	1880	FALSE	FALSE	TRUE	phytobiotic	Male	Cobb
CC12.17	CC	CC12	36	35	2019-10-16	1480	FALSE	FALSE	TRUE	phytobiotic	Male	Cobb
CC12.18	CC	CC12	36	35	2019-10-16	2350	FALSE	FALSE	TRUE	phytobiotic	Male	Cobb
CC13.01	CC	CC13	6	7	2019-09-16	156.1	FALSE	FALSE	FALSE	phytobiotic	Female	Cobb
CC13.02	CC	CC13	6	7	2019-09-16	163.2	TRUE	FALSE	FALSE	phytobiotic	Female	Cobb
CC13.03	CC	CC13	6	7	2019-09-16	174.6	FALSE	FALSE	FALSE	phytobiotic	Female	Cobb
CC13.04	CC	CC13	7	7	2019-09-17	209.3	FALSE	FALSE	FALSE	phytobiotic	Female	Cobb
CC13.05	CC	CC13	7	7	2019-09-17	188.6	FALSE	FALSE	FALSE	phytobiotic	Female	Cobb
CC13.06	CC	CC13	7	7	2019-09-17	209.1	NA	NA	NA	phytobiotic	Female	Cobb
CC13.07	CC	CC13	20	21	2019-09-30	836	FALSE	FALSE	TRUE	phytobiotic	Female	Cobb
CC13.08	CC	CC13	20	21	2019-09-30	984	FALSE	FALSE	TRUE	phytobiotic	Female	Cobb
CC13.09	CC	CC13	20	21	2019-09-30	942	FALSE	FALSE	TRUE	phytobiotic	Female	Cobb
CC13.10	CC	CC13	21	21	2019-10-01	968	NA	NA	NA	phytobiotic	Female	Cobb
CC13.11	CC	CC13	21	21	2019-10-01	998	FALSE	FALSE	TRUE	phytobiotic	Female	Cobb
CC13.12	CC	CC13	21	21	2019-10-01	922	FALSE	FALSE	TRUE	phytobiotic	Female	Cobb
CC13.13	CC	CC13	34	35	2019-10-14	1850	FALSE	FALSE	TRUE	phytobiotic	Female	Cobb
CC13.14	CC	CC13	34	35	2019-10-14	2100	FALSE	FALSE	TRUE	phytobiotic	Female	Cobb
CC13.15	CC	CC13	35	35	2019-10-15	2240	FALSE	FALSE	TRUE	phytobiotic	Female	Cobb
CC13.16	CC	CC13	35	35	2019-10-15	1990	FALSE	FALSE	TRUE	phytobiotic	Female	Cobb
CC13.17	CC	CC13	36	35	2019-10-16	2480	FALSE	FALSE	TRUE	phytobiotic	Female	Cobb
CC13.18	CC	CC13	36	35	2019-10-16	2450	FALSE	FALSE	TRUE	phytobiotic	Female	Cobb
CC14.01	CC	CC14	6	7	2019-09-16	159.1	FALSE	FALSE	FALSE	probiotic	Female	Cobb
CC14.02	CC	CC14	6	7	2019-09-16	176.9	FALSE	FALSE	FALSE	probiotic	Female	Cobb
CC14.03	CC	CC14	6	7	2019-09-16	152.4	FALSE	FALSE	FALSE	probiotic	Female	Cobb
CC14.04	CC	CC14	7	7	2019-09-17	188.6	NA	NA	NA	probiotic	Female	Cobb
CC14.05	CC	CC14	7	7	2019-09-17	202.5	TRUE	FALSE	FALSE	probiotic	Female	Cobb
CC14.06	CC	CC14	7	7	2019-09-17	178.6	FALSE	FALSE	FALSE	probiotic	Female	Cobb
CC14.07	CC	CC14	20	21	2019-09-30	866	FALSE	FALSE	TRUE	probiotic	Female	Cobb
CC14.08	CC	CC14	20	21	2019-09-30	984	NA	NA	NA	probiotic	Female	Cobb
CC14.09	CC	CC14	20	21	2019-09-30	792	FALSE	FALSE	TRUE	probiotic	Female	Cobb
CC14.10	CC	CC14	21	21	2019-10-01	892	FALSE	FALSE	TRUE	probiotic	Female	Cobb
CC14.11	CC	CC14	21	21	2019-10-01	964	FALSE	FALSE	TRUE	probiotic	Female	Cobb
CC14.12	CC	CC14	21	21	2019-10-01	1002	FALSE	FALSE	TRUE	probiotic	Female	Cobb
CC14.13	CC	CC14	34	35	2019-10-14	1770	FALSE	FALSE	TRUE	probiotic	Female	Cobb
CC14.14	CC	CC14	34	35	2019-10-14	2116	FALSE	FALSE	TRUE	probiotic	Female	Cobb
CC14.15	CC	CC14	35	35	2019-10-15	1930	FALSE	FALSE	TRUE	probiotic	Female	Cobb
CC14.16	CC	CC14	35	35	2019-10-15	1750	FALSE	FALSE	TRUE	probiotic	Female	Cobb
CC14.17	CC	CC14	36	35	2019-10-16	1890	FALSE	FALSE	TRUE	probiotic	Female	Cobb
CC14.18	CC	CC14	36	35	2019-10-16	1836	FALSE	FALSE	TRUE	probiotic	Female	Cobb
CC15.01	CC	CC15	6	7	2019-09-16	178.4	FALSE	FALSE	FALSE	probiotic	Male	Cobb
CC15.02	CC	CC15	6	7	2019-09-16	176.6	TRUE	FALSE	FALSE	probiotic	Male	Cobb
CC15.03	CC	CC15	6	7	2019-09-16	182.8	FALSE	FALSE	FALSE	probiotic	Male	Cobb
CC15.04	CC	CC15	7	7	2019-09-17	192.4	FALSE	FALSE	FALSE	probiotic	Male	Cobb
CC15.05	CC	CC15	7	7	2019-09-17	205.6	NA	NA	NA	probiotic	Male	Cobb
CC15.06	CC	CC15	7	7	2019-09-17	200.7	NA	NA	NA	probiotic	Male	Cobb
CC15.07	CC	CC15	20	21	2019-09-30	728	NA	NA	NA	probiotic	Male	Cobb
CC15.08	CC	CC15	20	21	2019-09-30	970	FALSE	FALSE	TRUE	probiotic	Male	Cobb
CC15.09	CC	CC15	20	21	2019-09-30	1020	FALSE	FALSE	TRUE	probiotic	Male	Cobb
CC15.10	CC	CC15	21	21	2019-10-01	962	FALSE	FALSE	TRUE	probiotic	Male	Cobb
CC15.11	CC	CC15	21	21	2019-10-01	1040	FALSE	FALSE	TRUE	probiotic	Male	Cobb
CC15.12	CC	CC15	21	21	2019-10-01	884	FALSE	FALSE	TRUE	probiotic	Male	Cobb
CC15.13	CC	CC15	34	35	2019-10-14	1660	FALSE	FALSE	TRUE	probiotic	Male	Cobb
CC15.14	CC	CC15	34	35	2019-10-14	2468	FALSE	FALSE	TRUE	probiotic	Male	Cobb
CC15.15	CC	CC15	35	35	2019-10-15	1950	FALSE	FALSE	TRUE	probiotic	Male	Cobb
CC15.16	CC	CC15	35	35	2019-10-15	2260	FALSE	FALSE	TRUE	probiotic	Male	Cobb
CC15.17	CC	CC15	36	35	2019-10-16	2334	FALSE	FALSE	TRUE	probiotic	Male	Cobb
CC15.18	CC	CC15	36	35	2019-10-16	2270	FALSE	FALSE	FALSE	probiotic	Male	Cobb
CC16.01	CC	CC16	6	7	2019-09-16	170.5	FALSE	FALSE	FALSE	probiotic	Female	Ross
CC16.02	CC	CC16	6	7	2019-09-16	171.2	FALSE	FALSE	FALSE	probiotic	Female	Ross
CC16.03	CC	CC16	6	7	2019-09-16	146.4	FALSE	FALSE	FALSE	probiotic	Female	Ross
CC16.04	CC	CC16	7	7	2019-09-17	198.7	FALSE	FALSE	FALSE	probiotic	Female	Ross
CC16.05	CC	CC16	7	7	2019-09-17	183.4	FALSE	FALSE	FALSE	probiotic	Female	Ross
CC16.06	CC	CC16	7	7	2019-09-17	215.8	FALSE	FALSE	FALSE	probiotic	Female	Ross
CC16.07	CC	CC16	20	21	2019-09-30	772	NA	NA	NA	probiotic	Female	Ross
CC16.08	CC	CC16	20	21	2019-09-30	714	FALSE	FALSE	TRUE	probiotic	Female	Ross
CC16.09	CC	CC16	20	21	2019-09-30	766	FALSE	FALSE	TRUE	probiotic	Female	Ross
CC16.10	CC	CC16	21	21	2019-10-01	780	FALSE	FALSE	TRUE	probiotic	Female	Ross
CC16.11	CC	CC16	21	21	2019-10-01	940	FALSE	FALSE	TRUE	probiotic	Female	Ross
CC16.12	CC	CC16	21	21	2019-10-01	810	FALSE	FALSE	TRUE	probiotic	Female	Ross
CC16.13	CC	CC16	34	35	2019-10-14	1394	FALSE	FALSE	TRUE	probiotic	Female	Ross
CC16.14	CC	CC16	34	35	2019-10-14	1514	FALSE	FALSE	TRUE	probiotic	Female	Ross
CC16.15	CC	CC16	35	35	2019-10-15	1502	FALSE	FALSE	TRUE	probiotic	Female	Ross
CC16.16	CC	CC16	35	35	2019-10-15	1920	FALSE	FALSE	TRUE	probiotic	Female	Ross
CC16.17	CC	CC16	36	35	2019-10-16	1766	FALSE	FALSE	TRUE	probiotic	Female	Ross
CC16.18	CC	CC16	36	35	2019-10-16	1824	FALSE	FALSE	TRUE	probiotic	Female	Ross
CC17.01	CC	CC17	6	7	2019-09-16	166.9	NA	NA	NA	control	Male	Cobb
CC17.02	CC	CC17	6	7	2019-09-16	183.5	TRUE	FALSE	FALSE	control	Male	Cobb
CC17.03	CC	CC17	6	7	2019-09-16	202.4	FALSE	FALSE	FALSE	control	Male	Cobb
CC17.04	CC	CC17	7	7	2019-09-17	235.1	NA	NA	NA	control	Male	Cobb
CC17.05	CC	CC17	7	7	2019-09-17	220.7	FALSE	FALSE	FALSE	control	Male	Cobb
CC17.06	CC	CC17	7	7	2019-09-17	254.4	TRUE	FALSE	NA	control	Male	Cobb
CC17.07	CC	CC17	20	21	2019-09-30	922	NA	NA	NA	control	Male	Cobb
CC17.08	CC	CC17	20	21	2019-09-30	1116	FALSE	FALSE	TRUE	control	Male	Cobb
CC17.09	CC	CC17	20	21	2019-09-30	1134	FALSE	FALSE	TRUE	control	Male	Cobb
CC17.10	CC	CC17	21	21	2019-10-01	1252	FALSE	FALSE	TRUE	control	Male	Cobb
CC17.11	CC	CC17	21	21	2019-10-01	948	FALSE	FALSE	TRUE	control	Male	Cobb
CC17.12	CC	CC17	21	21	2019-10-01	1148	NA	NA	NA	control	Male	Cobb
CC17.13	CC	CC17	34	35	2019-10-14	1954	NA	NA	NA	control	Male	Cobb
CC17.14	CC	CC17	34	35	2019-10-14	2180	FALSE	FALSE	TRUE	control	Male	Cobb
CC17.15	CC	CC17	35	35	2019-10-15	1748	FALSE	FALSE	TRUE	control	Male	Cobb
CC17.16	CC	CC17	35	35	2019-10-15	2428	FALSE	FALSE	TRUE	control	Male	Cobb
CC17.17	CC	CC17	36	35	2019-10-16	1880	FALSE	FALSE	TRUE	control	Male	Cobb
CC17.18	CC	CC17	36	35	2019-10-16	1914	FALSE	FALSE	TRUE	control	Male	Cobb
CC18.01	CC	CC18	6	7	2019-09-16	165.5	FALSE	FALSE	FALSE	probiotic	Male	Ross
CC18.02	CC	CC18	6	7	2019-09-16	167.4	FALSE	FALSE	FALSE	probiotic	Male	Ross
CC18.03	CC	CC18	6	7	2019-09-16	173.9	FALSE	FALSE	FALSE	probiotic	Male	Ross
CC18.04	CC	CC18	7	7	2019-09-17	182.1	FALSE	FALSE	FALSE	probiotic	Male	Ross
CC18.05	CC	CC18	7	7	2019-09-17	163.1	FALSE	FALSE	FALSE	probiotic	Male	Ross
CC18.06	CC	CC18	7	7	2019-09-17	212.1	FALSE	FALSE	FALSE	probiotic	Male	Ross
CC18.07	CC	CC18	20	21	2019-09-30	788	FALSE	FALSE	TRUE	probiotic	Male	Ross
CC18.08	CC	CC18	20	21	2019-09-30	910	FALSE	FALSE	TRUE	probiotic	Male	Ross
CC18.09	CC	CC18	20	21	2019-09-30	750	FALSE	FALSE	TRUE	probiotic	Male	Ross
CC18.10	CC	CC18	21	21	2019-10-01	648	FALSE	FALSE	TRUE	probiotic	Male	Ross
CC18.11	CC	CC18	21	21	2019-10-01	1118	FALSE	FALSE	TRUE	probiotic	Male	Ross
CC18.12	CC	CC18	21	21	2019-10-01	814	FALSE	FALSE	TRUE	probiotic	Male	Ross
CC18.13	CC	CC18	34	35	2019-10-14	1820	FALSE	FALSE	TRUE	probiotic	Male	Ross
CC18.14	CC	CC18	34	35	2019-10-14	1842	FALSE	FALSE	TRUE	probiotic	Male	Ross
CC18.15	CC	CC18	35	35	2019-10-15	2204	FALSE	FALSE	TRUE	probiotic	Male	Ross
CC18.16	CC	CC18	35	35	2019-10-15	1814	FALSE	FALSE	TRUE	probiotic	Male	Ross
CC18.17	CC	CC18	36	35	2019-10-16	1738	FALSE	FALSE	TRUE	probiotic	Male	Ross
CC18.18	CC	CC18	36	35	2019-10-16	1710	FALSE	FALSE	TRUE	probiotic	Male	Ross
CC19.01	CC	CC19	6	7	2019-09-16	181.1	FALSE	FALSE	FALSE	control	Male	Ross
CC19.02	CC	CC19	6	7	2019-09-16	177.9	FALSE	FALSE	FALSE	control	Male	Ross
CC19.03	CC	CC19	6	7	2019-09-16	198.2	FALSE	FALSE	FALSE	control	Male	Ross
CC19.04	CC	CC19	7	7	2019-09-17	192.1	FALSE	FALSE	FALSE	control	Male	Ross
CC19.05	CC	CC19	7	7	2019-09-17	189.1	FALSE	FALSE	FALSE	control	Male	Ross
CC19.06	CC	CC19	7	7	2019-09-17	191.1	FALSE	FALSE	FALSE	control	Male	Ross
CC19.07	CC	CC19	20	21	2019-09-30	740	FALSE	FALSE	TRUE	control	Male	Ross
CC19.08	CC	CC19	20	21	2019-09-30	662	FALSE	FALSE	TRUE	control	Male	Ross
CC19.09	CC	CC19	20	21	2019-09-30	1006	FALSE	FALSE	TRUE	control	Male	Ross
CC19.10	CC	CC19	21	21	2019-10-01	960	FALSE	FALSE	TRUE	control	Male	Ross
CC19.11	CC	CC19	21	21	2019-10-01	980	NA	NA	NA	control	Male	Ross
CC19.12	CC	CC19	21	21	2019-10-01	880	FALSE	FALSE	TRUE	control	Male	Ross
CC19.13	CC	CC19	34	35	2019-10-14	1982	FALSE	FALSE	TRUE	control	Male	Ross
CC19.14	CC	CC19	34	35	2019-10-14	2124	FALSE	FALSE	TRUE	control	Male	Ross
CC19.15	CC	CC19	35	35	2019-10-15	2010	FALSE	FALSE	TRUE	control	Male	Ross
CC19.16	CC	CC19	35	35	2019-10-15	1989	FALSE	FALSE	TRUE	control	Male	Ross
CC19.17	CC	CC19	36	35	2019-10-16	1610	FALSE	FALSE	TRUE	control	Male	Ross
CC19.18	CC	CC19	36	35	2019-10-16	2046	FALSE	FALSE	TRUE	control	Male	Ross
CC20.01	CC	CC20	6	7	2019-09-16	183	FALSE	FALSE	FALSE	control	Female	Cobb
CC20.02	CC	CC20	6	7	2019-09-16	172.5	FALSE	FALSE	FALSE	control	Female	Cobb
CC20.03	CC	CC20	6	7	2019-09-16	178.6	FALSE	FALSE	FALSE	control	Female	Cobb
CC20.04	CC	CC20	7	7	2019-09-17	205.4	FALSE	FALSE	FALSE	control	Female	Cobb
CC20.05	CC	CC20	7	7	2019-09-17	213.6	NA	NA	NA	control	Female	Cobb
CC20.06	CC	CC20	7	7	2019-09-17	191.3	NA	NA	NA	control	Female	Cobb
CC20.07	CC	CC20	20	21	2019-09-30	846	FALSE	TRUE	TRUE	control	Female	Cobb
CC20.08	CC	CC20	20	21	2019-09-30	964	FALSE	FALSE	TRUE	control	Female	Cobb
CC20.09	CC	CC20	20	21	2019-09-30	908	NA	NA	NA	control	Female	Cobb
CC20.10	CC	CC20	21	21	2019-10-01	998	FALSE	FALSE	TRUE	control	Female	Cobb
CC20.11	CC	CC20	21	21	2019-10-01	962	FALSE	FALSE	TRUE	control	Female	Cobb
CC20.12	CC	CC20	21	21	2019-10-01	916	FALSE	FALSE	TRUE	control	Female	Cobb
CC20.13	CC	CC20	34	35	2019-10-14	1896	FALSE	FALSE	TRUE	control	Female	Cobb
CC20.14	CC	CC20	34	35	2019-10-14	1834	FALSE	FALSE	TRUE	control	Female	Cobb
CC20.15	CC	CC20	35	35	2019-10-15	2210	FALSE	FALSE	TRUE	control	Female	Cobb
CC20.16	CC	CC20	35	35	2019-10-15	1980	FALSE	FALSE	TRUE	control	Female	Cobb
CC20.17	CC	CC20	36	35	2019-10-16	2030	FALSE	FALSE	TRUE	control	Female	Cobb
CC20.18	CC	CC20	36	35	2019-10-16	2070	FALSE	FALSE	TRUE	control	Female	Cobb
CC21.01	CC	CC21	6	7	2019-09-16	183	NA	NA	NA	phytobiotic	Male	Ross
CC21.02	CC	CC21	6	7	2019-09-16	191.7	FALSE	FALSE	FALSE	phytobiotic	Male	Ross
CC21.03	CC	CC21	6	7	2019-09-16	165.4	FALSE	FALSE	FALSE	phytobiotic	Male	Ross
CC21.04	CC	CC21	7	7	2019-09-17	173.4	FALSE	FALSE	FALSE	phytobiotic	Male	Ross
CC21.05	CC	CC21	7	7	2019-09-17	219.9	FALSE	FALSE	FALSE	phytobiotic	Male	Ross
CC21.06	CC	CC21	7	7	2019-09-17	233.8	FALSE	FALSE	FALSE	phytobiotic	Male	Ross
CC21.07	CC	CC21	20	21	2019-09-30	940	FALSE	FALSE	TRUE	phytobiotic	Male	Ross
CC21.08	CC	CC21	20	21	2019-09-30	992	FALSE	FALSE	TRUE	phytobiotic	Male	Ross
CC21.09	CC	CC21	20	21	2019-09-30	950	NA	NA	NA	phytobiotic	Male	Ross
CC21.10	CC	CC21	21	21	2019-10-01	1096	FALSE	FALSE	TRUE	phytobiotic	Male	Ross
CC21.11	CC	CC21	21	21	2019-10-01	1088	FALSE	FALSE	TRUE	phytobiotic	Male	Ross
CC21.12	CC	CC21	21	21	2019-10-01	960	FALSE	FALSE	TRUE	phytobiotic	Male	Ross
CC21.13	CC	CC21	34	35	2019-10-14	1788	NA	NA	NA	phytobiotic	Male	Ross
CC21.14	CC	CC21	34	35	2019-10-14	2478	FALSE	FALSE	TRUE	phytobiotic	Male	Ross
CC21.15	CC	CC21	35	35	2019-10-15	2540	FALSE	FALSE	TRUE	phytobiotic	Male	Ross
CC21.16	CC	CC21	35	35	2019-10-15	1900	FALSE	FALSE	TRUE	phytobiotic	Male	Ross
CC21.17	CC	CC21	36	35	2019-10-16	1974	FALSE	FALSE	TRUE	phytobiotic	Male	Ross
CC21.18	CC	CC21	36	35	2019-10-16	1780	FALSE	FALSE	TRUE	phytobiotic	Male	Ross
CC22.01	CC	CC22	6	7	2019-09-16	166.1	FALSE	FALSE	FALSE	control	Female	Ross
CC22.02	CC	CC22	6	7	2019-09-16	185	FALSE	FALSE	FALSE	control	Female	Ross
CC22.03	CC	CC22	6	7	2019-09-16	170.8	FALSE	FALSE	FALSE	control	Female	Ross
CC22.04	CC	CC22	7	7	2019-09-17	181.5	FALSE	FALSE	FALSE	control	Female	Ross
CC22.05	CC	CC22	7	7	2019-09-17	186.3	NA	NA	NA	control	Female	Ross
CC22.06	CC	CC22	7	7	2019-09-17	188.8	NA	NA	NA	control	Female	Ross
CC22.07	CC	CC22	20	21	2019-09-30	928	FALSE	FALSE	TRUE	control	Female	Ross
CC22.08	CC	CC22	20	21	2019-09-30	730	FALSE	FALSE	TRUE	control	Female	Ross
CC22.09	CC	CC22	20	21	2019-09-30	786	FALSE	FALSE	TRUE	control	Female	Ross
CC22.10	CC	CC22	21	21	2019-10-01	788	FALSE	FALSE	TRUE	control	Female	Ross
CC22.11	CC	CC22	21	21	2019-10-01	936	FALSE	FALSE	TRUE	control	Female	Ross
CC22.12	CC	CC22	21	21	2019-10-01	910	FALSE	FALSE	TRUE	control	Female	Ross
CC22.13	CC	CC22	34	35	2019-10-14	1670	FALSE	FALSE	TRUE	control	Female	Ross
CC22.14	CC	CC22	34	35	2019-10-14	1540	FALSE	FALSE	TRUE	control	Female	Ross
CC22.15	CC	CC22	35	35	2019-10-15	1436	FALSE	FALSE	TRUE	control	Female	Ross
CC22.16	CC	CC22	35	35	2019-10-15	1910	FALSE	FALSE	TRUE	control	Female	Ross
CC22.17	CC	CC22	36	35	2019-10-16	1756	FALSE	FALSE	TRUE	control	Female	Ross
CC22.18	CC	CC22	36	35	2019-10-16	2244	FALSE	FALSE	TRUE	control	Female	Ross
CC23.01	CC	CC23	6	7	2019-09-16	187.6	FALSE	FALSE	FALSE	phytobiotic	Male	Cobb
CC23.02	CC	CC23	6	7	2019-09-16	199.7	FALSE	FALSE	FALSE	phytobiotic	Male	Cobb
CC23.03	CC	CC23	6	7	2019-09-16	209.1	TRUE	FALSE	FALSE	phytobiotic	Male	Cobb
CC23.04	CC	CC23	7	7	2019-09-17	233.2	TRUE	TRUE	FALSE	phytobiotic	Male	Cobb
CC23.05	CC	CC23	7	7	2019-09-17	220.4	TRUE	FALSE	FALSE	phytobiotic	Male	Cobb
CC23.06	CC	CC23	7	7	2019-09-17	189.5	NA	NA	NA	phytobiotic	Male	Cobb
CC23.07	CC	CC23	20	21	2019-09-30	940	FALSE	FALSE	TRUE	phytobiotic	Male	Cobb
CC23.08	CC	CC23	20	21	2019-09-30	1080	FALSE	FALSE	TRUE	phytobiotic	Male	Cobb
CC23.09	CC	CC23	20	21	2019-09-30	1094	FALSE	FALSE	TRUE	phytobiotic	Male	Cobb
CC23.10	CC	CC23	21	21	2019-10-01	1066	FALSE	FALSE	TRUE	phytobiotic	Male	Cobb
CC23.11	CC	CC23	21	21	2019-10-01	1030	FALSE	FALSE	TRUE	phytobiotic	Male	Cobb
CC23.12	CC	CC23	21	21	2019-10-01	1052	FALSE	FALSE	TRUE	phytobiotic	Male	Cobb
CC23.13	CC	CC23	34	35	2019-10-14	2302	FALSE	FALSE	TRUE	phytobiotic	Male	Cobb
CC23.14	CC	CC23	34	35	2019-10-14	2420	FALSE	FALSE	TRUE	phytobiotic	Male	Cobb
CC23.15	CC	CC23	35	35	2019-10-15	2440	FALSE	FALSE	TRUE	phytobiotic	Male	Cobb
CC23.16	CC	CC23	35	35	2019-10-15	2150	FALSE	FALSE	TRUE	phytobiotic	Male	Cobb
CC23.17	CC	CC23	36	35	2019-10-16	1992	FALSE	FALSE	TRUE	phytobiotic	Male	Cobb
CC23.18	CC	CC23	36	35	2019-10-16	2132	FALSE	FALSE	TRUE	phytobiotic	Male	Cobb
CC24.01	CC	CC24	6	7	2019-09-16	166.3	NA	NA	NA	phytobiotic	Female	Ross
CC24.02	CC	CC24	6	7	2019-09-16	172.8	FALSE	FALSE	FALSE	phytobiotic	Female	Ross
CC24.03	CC	CC24	6	7	2019-09-16	188.6	FALSE	FALSE	FALSE	phytobiotic	Female	Ross
CC24.04	CC	CC24	7	7	2019-09-17	217.8	NA	NA	NA	phytobiotic	Female	Ross
CC24.05	CC	CC24	7	7	2019-09-17	224.9	NA	NA	NA	phytobiotic	Female	Ross
CC24.06	CC	CC24	7	7	2019-09-17	218.2	FALSE	FALSE	FALSE	phytobiotic	Female	Ross
CC24.07	CC	CC24	20	21	2019-09-30	846	FALSE	FALSE	TRUE	phytobiotic	Female	Ross
CC24.08	CC	CC24	20	21	2019-09-30	768	NA	NA	NA	phytobiotic	Female	Ross
CC24.09	CC	CC24	20	21	2019-09-30	874	FALSE	FALSE	TRUE	phytobiotic	Female	Ross
CC24.10	CC	CC24	21	21	2019-10-01	736	FALSE	FALSE	TRUE	phytobiotic	Female	Ross
CC24.11	CC	CC24	21	21	2019-10-01	746	NA	NA	NA	phytobiotic	Female	Ross
CC24.12	CC	CC24	21	21	2019-10-01	706	NA	NA	NA	phytobiotic	Female	Ross
CC24.13	CC	CC24	34	35	2019-10-14	1558	FALSE	FALSE	TRUE	phytobiotic	Female	Ross
CC24.14	CC	CC24	34	35	2019-10-14	1748	FALSE	FALSE	TRUE	phytobiotic	Female	Ross
CC24.15	CC	CC24	35	35	2019-10-15	1702	FALSE	FALSE	TRUE	phytobiotic	Female	Ross
CC24.16	CC	CC24	35	35	2019-10-15	1984	FALSE	FALSE	TRUE	phytobiotic	Female	Ross
CC24.17	CC	CC24	36	35	2019-10-16	2218	FALSE	FALSE	TRUE	phytobiotic	Female	Ross
CC24.18	CC	CC24	36	35	2019-10-16	1540	FALSE	FALSE	TRUE	phytobiotic	Female	Ross
